id,autoSubmitted,autoSubmittedLastChangedAt,batchID,batchIDLastChangedAt,gameID,gameIDLastChangedAt,inferredRoles,inferredRolesLastChangedAt,playerID,playerIDLastChangedAt,roleSubmittedAt,roleSubmittedAtLastChangedAt,roundID,roundIDLastChangedAt,selectedRole,selectedRoleLastChangedAt,stageID,stageIDLastChangedAt,submit,submitLastChangedAt
01KK16Y4YWFXNFRRWF2PV27MK9,,,01KK14SQV0P481Z3K7NG2WAD1J,2026-03-06T09:16:25.436443148Z,01KK14SQVR4MGX2VVSH2ZAT939,2026-03-06T09:16:25.436443148Z,"{""0"":0,""1"":0}",2026-03-06T09:16:42.296194957Z,01KK156D2KMM2MHNDEQKNRSXGT,2026-03-06T09:16:25.436443148Z,1772788602495,2026-03-06T09:16:42.298941566Z,01KK16XXK4T3Z2ZJ0JBVS4Z11D,2026-03-06T09:16:25.436443148Z,2,2026-03-06T09:16:42.302556386Z,01KK16Y4XDVYZAZEB5KHKD25FV,2026-03-06T09:16:25.436443148Z,true,2026-03-06T09:16:42.300927176Z
01KK17DAWQDV74S023FZK8R3QZ,,,01KK14SRVPK023675GC61HZ1SF,2026-03-06T09:24:43.032063533Z,01KK14SRWHSKEAMQEN2G8SHW8V,2026-03-06T09:24:43.032063533Z,,,01KK15D81NJ35HBJ07N6ACFCPZ,2026-03-06T09:24:43.032063533Z,,,01KK17B313DF06CWW2BWNN8JQH,2026-03-06T09:24:43.032063533Z,,,01KK17DAV4FD1DNEHY1HGPFNMF,2026-03-06T09:24:43.032063533Z,true,2026-03-06T09:24:51.432357291Z
01KK165YZCCP583BS0AKPHH9EF,,,01KK14SP07FQHYH09Q2SY1KYNF,2026-03-06T09:03:12.876642384Z,01KK14SP2D05SY2J5VP6VS1BFA,2026-03-06T09:03:12.876642384Z,"{""1"":2,""2"":2}",2026-03-06T09:03:22.939879186Z,01KK14VZHF7ANFGF38NNJCNQ5J,2026-03-06T09:03:12.876642384Z,1772787802212,2026-03-06T09:03:22.924285593Z,01KK1640VW63B5R36VJSNE32VW,2026-03-06T09:03:12.876642384Z,0,2026-03-06T09:03:22.926011869Z,01KK165YY0X5A6F43QP28ZPCTA,2026-03-06T09:03:12.876642384Z,true,2026-03-06T09:03:22.940516226Z
01KK16BK2GWNH4R6YEBAVSB1V4,,,01KK14SP07FQHYH09Q2SY1KYNF,2026-03-06T09:06:17.296709618Z,01KK14SP2D05SY2J5VP6VS1BFA,2026-03-06T09:06:17.296709618Z,"{""1"":0,""2"":0}",2026-03-06T09:06:25.579035623Z,01KK14VZHF7ANFGF38NNJCNQ5J,2026-03-06T09:06:17.296709618Z,1772787984865,2026-03-06T09:06:25.580829068Z,01KK169M1NNDT7N9NMC20V24K4,2026-03-06T09:06:17.296709618Z,0,2026-03-06T09:06:25.578014333Z,01KK16BK0KFJFWHKES1PBX0TG8,2026-03-06T09:06:17.296709618Z,true,2026-03-06T09:06:25.581591162Z
01KK16MHQ9J979F4GN2BQ099RZ,,,01KK14SQV0P481Z3K7NG2WAD1J,2026-03-06T09:11:10.825135922Z,01KK14SQVR4MGX2VVSH2ZAT939,2026-03-06T09:11:10.825135922Z,"{""1"":2,""2"":1}",2026-03-06T09:11:25.723071668Z,01KK14YQA50QAFCAK6W01QR3B7,2026-03-06T09:11:10.825135922Z,1772788285164,2026-03-06T09:11:25.721505533Z,01KK16KDXVD5EHP62DRTZ8HY4M,2026-03-06T09:11:10.825135922Z,0,2026-03-06T09:11:25.712644636Z,01KK16MHP15R9WHK4G81A1VB94,2026-03-06T09:11:10.825135922Z,true,2026-03-06T09:11:25.727289438Z
01KK16MHQJ3CYRY8RG21DM50P4,,,01KK14SQV0P481Z3K7NG2WAD1J,2026-03-06T09:11:10.834489129Z,01KK14SQVR4MGX2VVSH2ZAT939,2026-03-06T09:11:10.834489129Z,"{""0"":2,""2"":0}",2026-03-06T09:11:24.759075146Z,01KK14Z0RVMECWC1MW63EJGMSS,2026-03-06T09:11:10.834489129Z,1772788284682,2026-03-06T09:11:24.760133674Z,01KK16KDXVD5EHP62DRTZ8HY4M,2026-03-06T09:11:10.834489129Z,0,2026-03-06T09:11:24.757639196Z,01KK16MHP15R9WHK4G81A1VB94,2026-03-06T09:11:10.834489129Z,true,2026-03-06T09:11:24.761356779Z
01KK16PKH99HV4PTSPR532QY8Y,,,01KK14SRVPK023675GC61HZ1SF,2026-03-06T09:12:18.217946943Z,01KK14SRWHSKEAMQEN2G8SHW8V,2026-03-06T09:12:18.217946943Z,"{""1"":2,""2"":0}",2026-03-06T09:12:37.363099495Z,01KK154JWJFWXC0WVJEYB8KK83,2026-03-06T09:12:18.217946943Z,1772788356218,2026-03-06T09:12:37.318578688Z,01KK16FZD1TXP2Q3TSAS2S2PJG,2026-03-06T09:12:18.217946943Z,0,2026-03-06T09:12:37.30784963Z,01KK16PKEH8DXTJC2CX0Z40AC7,2026-03-06T09:12:18.217946943Z,true,2026-03-06T09:12:37.361691519Z
01KK16TMA491WPR5HGZZFF5Z3P,,,01KK14SRVPK023675GC61HZ1SF,2026-03-06T09:14:30.084722694Z,01KK14SRWHSKEAMQEN2G8SHW8V,2026-03-06T09:14:30.084722694Z,"{""0"":0,""2"":0}",2026-03-06T09:14:48.661657334Z,01KK156FDQVJQ278PX88B67FJS,2026-03-06T09:14:30.084722694Z,1772788488166,2026-03-06T09:14:48.665513425Z,01KK16S0DEE1KZJ24YR40AY0G8,2026-03-06T09:14:30.084722694Z,2,2026-03-06T09:14:48.666873714Z,01KK16TM85WBRSAVT9Q3DY6RMW,2026-03-06T09:14:30.084722694Z,true,2026-03-06T09:14:48.663792914Z
01KK17F8T72S9G5GNXCRS31PVN,,,01KK14SRVPK023675GC61HZ1SF,2026-03-06T09:25:46.441452473Z,01KK14SRWHSKEAMQEN2G8SHW8V,2026-03-06T09:25:46.441452473Z,{},2026-03-06T09:25:57.819750088Z,01KK156FDQVJQ278PX88B67FJS,2026-03-06T09:25:46.441452473Z,1772789157335,2026-03-06T09:25:57.824839412Z,01KK17F8G1NYHA1KG0AH51R81S,2026-03-06T09:25:46.441452473Z,0,2026-03-06T09:25:57.806710925Z,01KK17F8GYV5Q9RXB2SJ64313V,2026-03-06T09:25:46.441452473Z,true,2026-03-06T09:25:57.860638833Z
01KK188DFWW7BW947G14231NM2,,,01KK14SSXNQ645HH7AJXYEQV6N,2026-03-06T09:39:30.428978214Z,01KK14SSY8E64SK69715NN1TMW,2026-03-06T09:39:30.428978214Z,"{""0"":2,""2"":2}",2026-03-06T09:39:50.137029717Z,01KK1597T2BEG3G8VK34AEJWBX,2026-03-06T09:39:30.428978214Z,1772789989758,2026-03-06T09:39:50.13504965Z,01KK1889XRBYCZT4KAXAE7T2HH,2026-03-06T09:39:30.428978214Z,0,2026-03-06T09:39:50.133103439Z,01KK188DDVK8X7PZ5WH0Y2FQXC,2026-03-06T09:39:30.428978214Z,true,2026-03-06T09:39:50.129815565Z
01KK16DBCWAS90VDSNT6ESVGXN,,,01KK14SQV0P481Z3K7NG2WAD1J,2026-03-06T09:07:14.972678689Z,01KK14SQVR4MGX2VVSH2ZAT939,2026-03-06T09:07:14.972678689Z,,,01KK14Z0RVMECWC1MW63EJGMSS,2026-03-06T09:07:14.972678689Z,,,01KK16053FR0X122XFMFNA1F6V,2026-03-06T09:07:14.972678689Z,,,01KK16DBBJ407AD6ZVGR37FXCE,2026-03-06T09:07:14.972678689Z,true,2026-03-06T09:07:23.827958429Z
01KK17FM2W3XQ6GCTYS4PNGBK1,,,01KK14SRVPK023675GC61HZ1SF,2026-03-06T09:25:57.980472277Z,01KK14SRWHSKEAMQEN2G8SHW8V,2026-03-06T09:25:57.980472277Z,"{""0"":0,""2"":0}",2026-03-06T09:26:11.704074135Z,01KK156FDQVJQ278PX88B67FJS,2026-03-06T09:25:57.980472277Z,1772789171177,2026-03-06T09:26:11.698793069Z,01KK17F8G1NYHA1KG0AH51R81S,2026-03-06T09:25:57.980472277Z,2,2026-03-06T09:26:11.685667985Z,01KK17FM173C7K6JR665FRP4TH,2026-03-06T09:25:57.980472277Z,true,2026-03-06T09:26:11.70896798Z
01KK16JK1267G9512VQV7CCGD5,,,01KK14SQV0P481Z3K7NG2WAD1J,2026-03-06T09:10:06.626694216Z,01KK14SQVR4MGX2VVSH2ZAT939,2026-03-06T09:10:06.626694216Z,"{""1"":0,""2"":0}",2026-03-06T09:10:25.702291422Z,01KK14YQA50QAFCAK6W01QR3B7,2026-03-06T09:10:06.626694216Z,1772788225147,2026-03-06T09:10:25.697721144Z,01KK16HDD9CZJ4MMV6EEDJVCXJ,2026-03-06T09:10:06.626694216Z,2,2026-03-06T09:10:25.699464457Z,01KK16JJYQVQP3WTJCT6D8QTFM,2026-03-06T09:10:06.626694216Z,true,2026-03-06T09:10:25.705487034Z
01KK17GB709F88ZQNGDQWJZ4K0,,,01KK14SRVPK023675GC61HZ1SF,2026-03-06T09:26:21.664975046Z,01KK14SRWHSKEAMQEN2G8SHW8V,2026-03-06T09:26:21.664975046Z,"{""1"":2,""2"":2}",2026-03-06T09:26:30.242873872Z,01KK154JWJFWXC0WVJEYB8KK83,2026-03-06T09:26:21.664975046Z,1772789189692,2026-03-06T09:26:30.21121721Z,01KK17F8G1NYHA1KG0AH51R81S,2026-03-06T09:26:21.664975046Z,0,2026-03-06T09:26:30.208686471Z,01KK17GB4V4CVZJW0DNVCC7XRD,2026-03-06T09:26:21.664975046Z,true,2026-03-06T09:26:30.246688148Z
01KK182VJAYNYQVDF69GPCTD2T,true,2026-03-06T09:36:28.260076698Z,01KK14SSXNQ645HH7AJXYEQV6N,2026-03-06T09:36:28.234882013Z,01KK14SSY8E64SK69715NN1TMW,2026-03-06T09:36:28.234882013Z,,,01KK15V3W97WBJW05NQ6ZQT7MZ,2026-03-06T09:36:28.234882013Z,1772789788256,2026-03-06T09:36:28.260076698Z,01KK182V8M0SGQXCRZPG40XPXB,2026-03-06T09:36:28.234882013Z,2,2026-03-06T09:36:28.260076698Z,01KK182V9ADDJ6659K34SKS3MR,2026-03-06T09:36:28.234882013Z,true,2026-03-06T09:36:28.260076698Z
01KK16JW03DGDWM26224H593PF,,,01KK14SP07FQHYH09Q2SY1KYNF,2026-03-06T09:10:15.811959371Z,01KK14SP2D05SY2J5VP6VS1BFA,2026-03-06T09:10:15.811959371Z,"{""1"":2,""2"":2}",2026-03-06T09:10:24.515716853Z,01KK14VZHF7ANFGF38NNJCNQ5J,2026-03-06T09:10:15.811959371Z,1772788223802,2026-03-06T09:10:24.513742086Z,01KK16HX8P0SW37R418W4C8CGS,2026-03-06T09:10:15.811959371Z,0,2026-03-06T09:10:24.520378221Z,01KK16JVYBP2RXS3MKE25ZT4Z5,2026-03-06T09:10:15.811959371Z,true,2026-03-06T09:10:24.522646016Z
01KK16M0EGFFVYSB05YVFYSVTC,,,01KK14SP07FQHYH09Q2SY1KYNF,2026-03-06T09:10:53.136750405Z,01KK14SP2D05SY2J5VP6VS1BFA,2026-03-06T09:10:53.136750405Z,"{""1"":2,""2"":2}",2026-03-06T09:11:03.384984997Z,01KK14VZHF7ANFGF38NNJCNQ5J,2026-03-06T09:10:53.136750405Z,1772788262666,2026-03-06T09:11:03.383282824Z,01KK16HX8P0SW37R418W4C8CGS,2026-03-06T09:10:53.136750405Z,0,2026-03-06T09:11:03.376492041Z,01KK16M0D1TAYDB3FTGEFP45PJ,2026-03-06T09:10:53.136750405Z,true,2026-03-06T09:11:03.386333568Z
01KK16RE429E2SK31G924R1D9P,,,01KK14SQV0P481Z3K7NG2WAD1J,2026-03-06T09:13:18.210399932Z,01KK14SQVR4MGX2VVSH2ZAT939,2026-03-06T09:13:18.210399932Z,"{""0"":0,""2"":0}",2026-03-06T09:13:33.310272733Z,01KK14Z0RVMECWC1MW63EJGMSS,2026-03-06T09:13:18.210399932Z,1772788413235,2026-03-06T09:13:33.312170077Z,01KK16R62P4R88EBKAHN7TDWM1,2026-03-06T09:13:18.210399932Z,1,2026-03-06T09:13:33.308850565Z,01KK16RE2DDJ8W1ZE6HX53H69K,2026-03-06T09:13:18.210399932Z,true,2026-03-06T09:13:33.314625344Z
01KK174CQSPJ88MRXYV2QJ88XZ,,,01KK14SRVPK023675GC61HZ1SF,2026-03-06T09:19:50.00973845Z,01KK14SRWHSKEAMQEN2G8SHW8V,2026-03-06T09:19:50.00973845Z,,,01KK156FDQVJQ278PX88B67FJS,2026-03-06T09:19:50.00973845Z,,,01KK1711HK0WFD3V2B4P2DYY8K,2026-03-06T09:19:50.00973845Z,,,01KK174CP1A9AM6GHYZTTXGKEY,2026-03-06T09:19:50.00973845Z,,
01KK17GX9G5GHF3255ZXSNC2SS,,,01KK14SRVPK023675GC61HZ1SF,2026-03-06T09:26:40.176612586Z,01KK14SRWHSKEAMQEN2G8SHW8V,2026-03-06T09:26:40.176612586Z,"{""0"":2,""2"":1}",2026-03-06T09:27:02.981471211Z,01KK156FDQVJQ278PX88B67FJS,2026-03-06T09:26:40.176612586Z,1772789222480,2026-03-06T09:27:02.979837062Z,01KK17F8G1NYHA1KG0AH51R81S,2026-03-06T09:26:40.176612586Z,0,2026-03-06T09:27:02.977231675Z,01KK17GX79NPE8BPZQFQ1DVJEZ,2026-03-06T09:26:40.176612586Z,true,2026-03-06T09:27:02.973690635Z
01KK1672EXXZH9ETY50YWYGMFJ,,,01KK14SP07FQHYH09Q2SY1KYNF,2026-03-06T09:03:49.214026083Z,01KK14SP2D05SY2J5VP6VS1BFA,2026-03-06T09:03:49.214026083Z,"{""1"":2,""2"":2}",2026-03-06T09:04:14.081187735Z,01KK14VZHF7ANFGF38NNJCNQ5J,2026-03-06T09:03:49.214026083Z,1772787853181,2026-03-06T09:04:14.079834415Z,01KK1640VW63B5R36VJSNE32VW,2026-03-06T09:03:49.214026083Z,0,2026-03-06T09:04:14.08359524Z,01KK1672D2AC52XRDJPHP0VF1T,2026-03-06T09:03:49.214026083Z,true,2026-03-06T09:04:14.078888888Z
01KK16903RT2M2F6DT39TJKSD7,,,01KK14SP07FQHYH09Q2SY1KYNF,2026-03-06T09:04:52.345007166Z,01KK14SP2D05SY2J5VP6VS1BFA,2026-03-06T09:04:52.345007166Z,"{""0"":0,""2"":0}",2026-03-06T09:05:00.753848888Z,01KK151EAZ3RYJENNDVWS0NTPD,2026-03-06T09:04:52.345007166Z,1772787900575,2026-03-06T09:05:00.751126838Z,01KK168211M3NJRPZVMH1E74TY,2026-03-06T09:04:52.345007166Z,0,2026-03-06T09:05:00.7529033Z,01KK16901XC31N0WR136P459HC,2026-03-06T09:04:52.345007166Z,true,2026-03-06T09:05:00.756046549Z
01KK17B3AY3VZWDXEC3PFWCH93,,,01KK14SRVPK023675GC61HZ1SF,2026-03-06T09:23:29.75894643Z,01KK14SRWHSKEAMQEN2G8SHW8V,2026-03-06T09:23:29.75894643Z,{},2026-03-06T09:23:38.938612933Z,01KK15D81NJ35HBJ07N6ACFCPZ,2026-03-06T09:23:29.75894643Z,1772789017540,2026-03-06T09:23:38.932663753Z,01KK17B313DF06CWW2BWNN8JQH,2026-03-06T09:23:29.75894643Z,0,2026-03-06T09:23:38.926416686Z,01KK17B3217C1RSFNCCP7ZSR6P,2026-03-06T09:23:29.75894643Z,true,2026-03-06T09:23:38.941949166Z
01KK182HFN935X3NP2DH5NQ7T4,true,2026-03-06T09:36:17.945667186Z,01KK14SSXNQ645HH7AJXYEQV6N,2026-03-06T09:36:17.909435008Z,01KK14SSY8E64SK69715NN1TMW,2026-03-06T09:36:17.909435008Z,,,01KK1541ATE0SZ921D4RW5PNQ6,2026-03-06T09:36:17.909435008Z,1772789778018,2026-03-06T09:36:18.021191885Z,01KK17A52T6JTBTAAHSAJ8C37F,2026-03-06T09:36:17.909435008Z,0,2026-03-06T09:36:17.945667186Z,01KK182HDRXVJ7Y8CZ7C2P72P5,2026-03-06T09:36:17.909435008Z,true,2026-03-06T09:36:17.945667186Z
01KK187C4KR4CGA5T22EYSDATC,,,01KK14SSXNQ645HH7AJXYEQV6N,2026-03-06T09:38:56.275148326Z,01KK14SSY8E64SK69715NN1TMW,2026-03-06T09:38:56.275148326Z,"{""0"":1,""2"":2}",2026-03-06T09:39:11.403121877Z,01KK1597T2BEG3G8VK34AEJWBX,2026-03-06T09:38:56.275148326Z,1772789950924,2026-03-06T09:39:11.369080253Z,01KK1877X9ZPD0N84EWZAHB1YZ,2026-03-06T09:38:56.275148326Z,0,2026-03-06T09:39:11.372718553Z,01KK187C34B16BKFRN34F3GHDS,2026-03-06T09:38:56.275148326Z,true,2026-03-06T09:39:11.39881287Z
01KK187V0VDQK1CJ225MQV9ZJC,,,01KK14SSXNQ645HH7AJXYEQV6N,2026-03-06T09:39:11.5158843Z,01KK14SSY8E64SK69715NN1TMW,2026-03-06T09:39:11.5158843Z,"{""0"":2,""2"":1}",2026-03-06T09:39:22.371692084Z,01KK1597T2BEG3G8VK34AEJWBX,2026-03-06T09:39:11.5158843Z,1772789962002,2026-03-06T09:39:22.365260381Z,01KK1877X9ZPD0N84EWZAHB1YZ,2026-03-06T09:39:11.5158843Z,0,2026-03-06T09:39:22.374450655Z,01KK187TZ5YXW1CYNN6H9CXSJ0,2026-03-06T09:39:11.5158843Z,true,2026-03-06T09:39:22.368436565Z
01KK16HDMZCP9171AJ2Z0BQK1E,,,01KK14SQV0P481Z3K7NG2WAD1J,2026-03-06T09:09:28.351809347Z,01KK14SQVR4MGX2VVSH2ZAT939,2026-03-06T09:09:28.351809347Z,{},2026-03-06T09:09:45.958999211Z,01KK156D2KMM2MHNDEQKNRSXGT,2026-03-06T09:09:28.351809347Z,1772788186158,2026-03-06T09:09:45.961373265Z,01KK16HDD9CZJ4MMV6EEDJVCXJ,2026-03-06T09:09:28.351809347Z,0,2026-03-06T09:09:45.947723933Z,01KK16HDE1YNJDEBSVFE6CTM9G,2026-03-06T09:09:28.351809347Z,true,2026-03-06T09:09:45.960325106Z
01KK1711Y4W9386WRSK5HM5WY8,,,01KK14SRVPK023675GC61HZ1SF,2026-03-06T09:18:00.644076562Z,01KK14SRWHSKEAMQEN2G8SHW8V,2026-03-06T09:18:00.644076562Z,{},2026-03-06T09:18:06.909240301Z,01KK154JWJFWXC0WVJEYB8KK83,2026-03-06T09:18:00.644076562Z,1772788686352,2026-03-06T09:18:06.911734911Z,01KK1711HK0WFD3V2B4P2DYY8K,2026-03-06T09:18:00.644076562Z,0,2026-03-06T09:18:06.892605969Z,01KK1711JD065MR2BTG5T7AG88,2026-03-06T09:18:00.644076562Z,true,2026-03-06T09:18:06.916845549Z
01KK16EQM653CNNV39HTB2A26G,,,01KK14SP07FQHYH09Q2SY1KYNF,2026-03-06T09:08:00.262090098Z,01KK14SP2D05SY2J5VP6VS1BFA,2026-03-06T09:08:00.262090098Z,,,01KK152B7R4ZD53WXFFZ6BYJE1,2026-03-06T09:08:00.262090098Z,,,01KK16CBGWWQ9FZSTD7BYJG7CG,2026-03-06T09:08:00.262090098Z,,,01KK16EQJAWZ17NQMJXVG4C2QN,2026-03-06T09:08:00.262090098Z,true,2026-03-06T09:08:00.784739158Z
01KK16GCB3PRDCRPKK7XRC9XMQ,,,01KK14SQV0P481Z3K7NG2WAD1J,2026-03-06T09:08:54.243693895Z,01KK14SQVR4MGX2VVSH2ZAT939,2026-03-06T09:08:54.243693895Z,"{""0"":0,""2"":0}",2026-03-06T09:09:21.470423236Z,01KK14Z0RVMECWC1MW63EJGMSS,2026-03-06T09:08:54.243693895Z,1772788161392,2026-03-06T09:09:21.473880415Z,01KK16DV06Q1FP9X4NX7Y9QX7G,2026-03-06T09:08:54.243693895Z,2,2026-03-06T09:09:21.468601511Z,01KK16GC9ED3RVJ7NEF9X8AB67,2026-03-06T09:08:54.243693895Z,true,2026-03-06T09:09:21.47502649Z
01KK183HXKWSBT4HDKHVXA1Z7B,true,2026-03-06T09:36:51.145470278Z,01KK14SSXNQ645HH7AJXYEQV6N,2026-03-06T09:36:51.123219426Z,01KK14SSY8E64SK69715NN1TMW,2026-03-06T09:36:51.123219426Z,,,01KK15V3W97WBJW05NQ6ZQT7MZ,2026-03-06T09:36:51.123219426Z,1772789811216,2026-03-06T09:36:51.21871246Z,01KK182V8M0SGQXCRZPG40XPXB,2026-03-06T09:36:51.123219426Z,2,2026-03-06T09:36:51.145470278Z,01KK183HVYXAW0Z25E2Q3W5CVV,2026-03-06T09:36:51.123219426Z,true,2026-03-06T09:36:51.145470278Z
01KK1863AHY7CQPE4DQ7E8MA1D,,,01KK14SSXNQ645HH7AJXYEQV6N,2026-03-06T09:38:14.481549868Z,01KK14SSY8E64SK69715NN1TMW,2026-03-06T09:38:14.481549868Z,{},2026-03-06T09:38:18.399533988Z,01KK1597T2BEG3G8VK34AEJWBX,2026-03-06T09:38:14.481549868Z,1772789898015,2026-03-06T09:38:18.389041924Z,01KK1863181MX44SCZPENR8122,2026-03-06T09:38:14.481549868Z,0,2026-03-06T09:38:18.395616943Z,01KK18631RM7B45VPTJ7E3BYZ4,2026-03-06T09:38:14.481549868Z,true,2026-03-06T09:38:18.391975635Z
01KK15RZD1E3CW1WRMTWHJQV8H,,,01KK14SP07FQHYH09Q2SY1KYNF,2026-03-06T08:56:07.329273292Z,01KK14SP2D05SY2J5VP6VS1BFA,2026-03-06T08:56:07.329273292Z,{},2026-03-06T08:56:21.155350778Z,01KK14VZHF7ANFGF38NNJCNQ5J,2026-03-06T08:56:07.329273292Z,1772787380436,2026-03-06T08:56:21.154919859Z,01KK15RZ4SCDPZ7R03MA43R9HZ,2026-03-06T08:56:07.329273292Z,0,2026-03-06T08:56:21.149732421Z,01KK15RZ5C2FH09S400MWH1C99,2026-03-06T08:56:07.329273292Z,true,2026-03-06T08:56:21.155932254Z
01KK16773RSE1YGFVEN2N4Z1G2,,,01KK14SQV0P481Z3K7NG2WAD1J,2026-03-06T09:03:53.976565978Z,01KK14SQVR4MGX2VVSH2ZAT939,2026-03-06T09:03:53.976565978Z,"{""1"":1,""2"":2}",2026-03-06T09:04:20.636481235Z,01KK14YQA50QAFCAK6W01QR3B7,2026-03-06T09:03:53.976565978Z,1772787859621,2026-03-06T09:04:20.633974253Z,01KK16053FR0X122XFMFNA1F6V,2026-03-06T09:03:53.976565978Z,0,2026-03-06T09:04:20.628558429Z,01KK1677264YHM6HVJ3CR8MFE7,2026-03-06T09:03:53.976565978Z,true,2026-03-06T09:04:20.634940791Z
01KK17RJ9JKYR5329ZXM8VVPPD,,,01KK14SRVPK023675GC61HZ1SF,2026-03-06T09:30:51.058184528Z,01KK14SRWHSKEAMQEN2G8SHW8V,2026-03-06T09:30:51.058184528Z,"{""0"":0,""2"":0}",2026-03-06T09:31:06.104527391Z,01KK156FDQVJQ278PX88B67FJS,2026-03-06T09:30:51.058184528Z,1772789465602,2026-03-06T09:31:06.109207816Z,01KK17PT3QW6EARXJZD6Y1ENYT,2026-03-06T09:30:51.058184528Z,1,2026-03-06T09:31:06.102217789Z,01KK17RJ7Z335NGSQRD64GP62Y,2026-03-06T09:30:51.058184528Z,true,2026-03-06T09:31:06.111057032Z
01KK188A8TEZAAQ7XTSR3KXP4Q,true,2026-03-06T09:39:27.165166953Z,01KK14SSXNQ645HH7AJXYEQV6N,2026-03-06T09:39:27.13057155Z,01KK14SSY8E64SK69715NN1TMW,2026-03-06T09:39:27.13057155Z,,,01KK1541ATE0SZ921D4RW5PNQ6,2026-03-06T09:39:27.13057155Z,1772789967162,2026-03-06T09:39:27.165166953Z,01KK1889XRBYCZT4KAXAE7T2HH,2026-03-06T09:39:27.13057155Z,0,2026-03-06T09:39:27.165166953Z,01KK1889Y9DB5XR7Q5BMZ5Y8RP,2026-03-06T09:39:27.13057155Z,true,2026-03-06T09:39:27.165166953Z
01KK1605PHS10T5VKF84ZKG09E,,,01KK14SQV0P481Z3K7NG2WAD1J,2026-03-06T09:00:03.153820347Z,01KK14SQVR4MGX2VVSH2ZAT939,2026-03-06T09:00:03.153820347Z,{},2026-03-06T09:00:28.517616881Z,01KK14YQA50QAFCAK6W01QR3B7,2026-03-06T09:00:03.153820347Z,1772787627925,2026-03-06T09:00:28.512795347Z,01KK16053FR0X122XFMFNA1F6V,2026-03-06T09:00:03.153820347Z,2,2026-03-06T09:00:28.5085154Z,01KK16057XYBH54PWYVB31S9XC,2026-03-06T09:00:03.153820347Z,true,2026-03-06T09:00:28.522461086Z
01KK16D8EM01SPEANQ8VTNNAWK,,,01KK14SP07FQHYH09Q2SY1KYNF,2026-03-06T09:07:11.956886595Z,01KK14SP2D05SY2J5VP6VS1BFA,2026-03-06T09:07:11.956886595Z,"{""0"":0,""1"":0}",2026-03-06T09:07:34.425629693Z,01KK152B7R4ZD53WXFFZ6BYJE1,2026-03-06T09:07:11.956886595Z,1772788054166,2026-03-06T09:07:34.422276914Z,01KK16CBGWWQ9FZSTD7BYJG7CG,2026-03-06T09:07:11.956886595Z,1,2026-03-06T09:07:34.416010728Z,01KK16D8D322563NDZ5MWF9XVA,2026-03-06T09:07:11.956886595Z,true,2026-03-06T09:07:34.429005874Z
01KK17BCDA64ASX9SCCBAJY1BA,true,2026-03-06T09:23:58.900768475Z,01KK14SRVPK023675GC61HZ1SF,2026-03-06T09:23:39.050572437Z,01KK14SRWHSKEAMQEN2G8SHW8V,2026-03-06T09:23:39.050572437Z,,,01KK156FDQVJQ278PX88B67FJS,2026-03-06T09:23:39.050572437Z,1772789038893,2026-03-06T09:23:58.900768475Z,01KK17B313DF06CWW2BWNN8JQH,2026-03-06T09:23:39.050572437Z,0,2026-03-06T09:23:58.900768475Z,01KK17BCBKWQ00JG3F5RYG09XV,2026-03-06T09:23:39.050572437Z,true,2026-03-06T09:23:58.900768475Z
01KK18AHDRJSQHW9XJ1NA227ND,,,01KK14SSXNQ645HH7AJXYEQV6N,2026-03-06T09:40:39.992746919Z,01KK14SSY8E64SK69715NN1TMW,2026-03-06T09:40:39.992746919Z,{},2026-03-06T09:40:46.781521429Z,01KK1597T2BEG3G8VK34AEJWBX,2026-03-06T09:40:39.992746919Z,1772790046366,2026-03-06T09:40:46.774901842Z,01KK18AH4922JFJNXYD0XH8Z18,2026-03-06T09:40:39.992746919Z,0,2026-03-06T09:40:46.790522003Z,01KK18AH4SZTTFR8YREQ3S2RZ2,2026-03-06T09:40:39.992746919Z,true,2026-03-06T09:40:46.787286801Z
01KK160KV6MDMFY89R4PM0GFFK,,,01KK14SP07FQHYH09Q2SY1KYNF,2026-03-06T09:00:17.638775672Z,01KK14SP2D05SY2J5VP6VS1BFA,2026-03-06T09:00:17.638775672Z,"{""0"":2,""2"":0}",2026-03-06T09:00:37.701516308Z,01KK151EAZ3RYJENNDVWS0NTPD,2026-03-06T09:00:17.638775672Z,1772787637333,2026-03-06T09:00:37.702179572Z,01KK15ZACCMVS9G9GWWF4PMQW6,2026-03-06T09:00:17.638775672Z,1,2026-03-06T09:00:37.701121347Z,01KK160KSGFWEBRFJV1ARJMKWA,2026-03-06T09:00:17.638775672Z,true,2026-03-06T09:00:37.699875221Z
01KK16D8EP15KRBTGP31Y1XRYG,,,01KK14SP07FQHYH09Q2SY1KYNF,2026-03-06T09:07:11.958174289Z,01KK14SP2D05SY2J5VP6VS1BFA,2026-03-06T09:07:11.958174289Z,"{""1"":0,""2"":1}",2026-03-06T09:07:28.762247469Z,01KK14VZHF7ANFGF38NNJCNQ5J,2026-03-06T09:07:11.958174289Z,1772788047864,2026-03-06T09:07:28.761125561Z,01KK16CBGWWQ9FZSTD7BYJG7CG,2026-03-06T09:07:11.958174289Z,2,2026-03-06T09:07:28.766694225Z,01KK16D8D322563NDZ5MWF9XVA,2026-03-06T09:07:11.958174289Z,true,2026-03-06T09:07:28.768429715Z
