id,acknowledgedEarlyFinish,acknowledgedEarlyFinishLastChangedAt,batchID,batchIDLastChangedAt,enemyHealth,enemyHealthLastChangedAt,gameID,gameIDLastChangedAt,outcome,outcomeLastChangedAt,playerID,playerIDLastChangedAt,playerId,playerIdLastChangedAt,playerRoundConfig,playerRoundConfigLastChangedAt,pointsEarned,pointsEarnedLastChangedAt,roundEndMessage,roundEndMessageLastChangedAt,roundID,roundIDLastChangedAt,stage1Turns,stage1TurnsLastChangedAt,stage2Turns,stage2TurnsLastChangedAt,stage3Turns,stage3TurnsLastChangedAt,stage4Turns,stage4TurnsLastChangedAt,stage5Turns,stage5TurnsLastChangedAt,stats,statsLastChangedAt,teamHealth,teamHealthLastChangedAt,turnsTaken,turnsTakenLastChangedAt,virtualBots,virtualBotsLastChangedAt
01KK16XXV42Y5C90Q972XR9DVZ,,,01KK14SQV0P481Z3K7NG2WAD1J,2026-03-06T09:16:18.148540956Z,0,2026-03-06T09:17:51.804734846Z,01KK14SQVR4MGX2VVSH2ZAT939,2026-03-06T09:16:18.148540956Z,WIN,2026-03-06T09:17:51.804734846Z,01KK156D2KMM2MHNDEQKNRSXGT,2026-03-06T09:16:18.148540956Z,null,2026-03-06T09:18:27.221351867Z,"{""id"":9,""envId"":""367"",""maxEnemyHealth"":30,""maxTeamHealth"":15,""bossDamage"":4,""statProfile"":""imbalanced-oneunique-def"",""statProfileId"":""141_222_222"",""optimalRoles"":[1,2,2],""deviateRoles"":[0,0,1],""optimalDeviateRolesId"":""TMM_FFT"",""humanRole"":0,""playerDeviateProbability"":0,""enemyAttackProbability"":0.66,""enemyIntentSequence"":""1100110111"",""botPlayers"":[{""strategy"":{""type"":""fixed"",""role"":0}},{""strategy"":{""type"":""fixed"",""role"":1}}]}",2026-03-06T09:16:18.175266552Z,10,2026-03-06T09:17:51.804734846Z,Victory! You defeated the enemy!,2026-03-06T09:17:51.804734846Z,01KK16XXK4T3Z2ZJ0JBVS4Z11D,2026-03-06T09:16:18.148540956Z,"[{""turnNumber"":1,""actions"":[""ATTACK"",""BLOCK"",""BLOCK""],""roles"":[""FIGHTER"",""TANK"",""TANK""],""enemyIntent"":""WILL_ATTACK"",""previousEnemyHealth"":30,""previousTeamHealth"":15,""damageToEnemy"":2,""damageToTeam"":0,""damageBlocked"":4,""healAmount"":0,""newEnemyHealth"":28,""newTeamHealth"":15},{""turnNumber"":2,""actions"":[""ATTACK"",""BLOCK"",""BLOCK""],""roles"":[""FIGHTER"",""TANK"",""TANK""],""enemyIntent"":""WILL_ATTACK"",""previousEnemyHealth"":28,""previousTeamHealth"":15,""damageToEnemy"":2,""damageToTeam"":0,""damageBlocked"":4,""healAmount"":0,""newEnemyHealth"":26,""newTeamHealth"":15}]",2026-03-06T09:16:25.350276154Z,"[{""turnNumber"":1,""actions"":[""ATTACK"",""ATTACK"",""ATTACK""],""roles"":[""FIGHTER"",""TANK"",""MEDIC""],""enemyIntent"":""WILL_NOT_ATTACK"",""previousEnemyHealth"":26,""previousTeamHealth"":15,""damageToEnemy"":5,""damageToTeam"":0,""damageBlocked"":0,""healAmount"":0,""newEnemyHealth"":21,""newTeamHealth"":15},{""turnNumber"":2,""actions"":[""ATTACK"",""ATTACK"",""ATTACK""],""roles"":[""FIGHTER"",""TANK"",""MEDIC""],""enemyIntent"":""WILL_NOT_ATTACK"",""previousEnemyHealth"":21,""previousTeamHealth"":15,""damageToEnemy"":5,""damageToTeam"":0,""damageBlocked"":0,""healAmount"":0,""newEnemyHealth"":16,""newTeamHealth"":15}]",2026-03-06T09:16:44.992415067Z,"[{""turnNumber"":1,""actions"":[""ATTACK"",""BLOCK"",""ATTACK""],""roles"":[""FIGHTER"",""TANK"",""FIGHTER""],""enemyIntent"":""WILL_ATTACK"",""previousEnemyHealth"":16,""previousTeamHealth"":15,""damageToEnemy"":3,""damageToTeam"":2,""damageBlocked"":2,""healAmount"":0,""newEnemyHealth"":13,""newTeamHealth"":13},{""turnNumber"":2,""actions"":[""ATTACK"",""BLOCK"",""ATTACK""],""roles"":[""FIGHTER"",""TANK"",""FIGHTER""],""enemyIntent"":""WILL_ATTACK"",""previousEnemyHealth"":13,""previousTeamHealth"":13,""damageToEnemy"":3,""damageToTeam"":2,""damageBlocked"":2,""healAmount"":0,""newEnemyHealth"":10,""newTeamHealth"":11}]",2026-03-06T09:17:05.038052854Z,"[{""turnNumber"":1,""actions"":[""ATTACK"",""ATTACK"",""ATTACK""],""roles"":[""FIGHTER"",""TANK"",""TANK""],""enemyIntent"":""WILL_NOT_ATTACK"",""previousEnemyHealth"":10,""previousTeamHealth"":11,""damageToEnemy"":5,""damageToTeam"":0,""damageBlocked"":0,""healAmount"":0,""newEnemyHealth"":5,""newTeamHealth"":11},{""turnNumber"":2,""actions"":[""ATTACK"",""BLOCK"",""BLOCK""],""roles"":[""FIGHTER"",""TANK"",""TANK""],""enemyIntent"":""WILL_ATTACK"",""previousEnemyHealth"":5,""previousTeamHealth"":11,""damageToEnemy"":2,""damageToTeam"":0,""damageBlocked"":4,""healAmount"":0,""newEnemyHealth"":3,""newTeamHealth"":11}]",2026-03-06T09:17:30.248519713Z,"[{""turnNumber"":1,""actions"":[""ATTACK"",""BLOCK"",""ATTACK""],""roles"":[""FIGHTER"",""TANK"",""FIGHTER""],""enemyIntent"":""WILL_ATTACK"",""previousEnemyHealth"":3,""previousTeamHealth"":11,""damageToEnemy"":3,""damageToTeam"":2,""damageBlocked"":2,""healAmount"":0,""newEnemyHealth"":0,""newTeamHealth"":9}]",2026-03-06T09:17:51.804734846Z,null,2026-03-06T09:18:27.221351867Z,9,2026-03-06T09:17:51.804734846Z,9,2026-03-06T09:17:51.804734846Z,"[{""playerId"":0,""botIndex"":0,""strategy"":{""type"":""fixed"",""role"":0},""stats"":{""STR"":2,""DEF"":2,""SUP"":2},""currentRole"":0},{""playerId"":1,""botIndex"":1,""strategy"":{""type"":""fixed"",""role"":1},""stats"":{""STR"":2,""DEF"":2,""SUP"":2},""currentRole"":1}]",2026-03-06T09:16:18.276033842Z
01KK17B38F0J4Z8MEJVWG4R8BS,,,01KK14SRVPK023675GC61HZ1SF,2026-03-06T09:23:29.67916001Z,,,01KK14SRWHSKEAMQEN2G8SHW8V,2026-03-06T09:23:29.67916001Z,,,01KK154JWJFWXC0WVJEYB8KK83,2026-03-06T09:23:29.67916001Z,null,2026-03-06T09:25:46.284880627Z,,,,,,,01KK17B313DF06CWW2BWNN8JQH,2026-03-06T09:23:29.67916001Z,,,,,,,,,,,null,2026-03-06T09:25:46.284880627Z,,,,,[],2026-03-06T09:23:29.710036786Z
01KK17B38PENK8N9TTS437ZRFX,,,01KK14SRVPK023675GC61HZ1SF,2026-03-06T09:23:29.686218534Z,,,01KK14SRWHSKEAMQEN2G8SHW8V,2026-03-06T09:23:29.686218534Z,,,01KK156FDQVJQ278PX88B67FJS,2026-03-06T09:23:29.686218534Z,null,2026-03-06T09:25:46.284880627Z,,,,,,,01KK17B313DF06CWW2BWNN8JQH,2026-03-06T09:23:29.686218534Z,,,,,,,,,,,null,2026-03-06T09:25:46.284880627Z,,,,,[],2026-03-06T09:23:29.710036786Z
01KK18637MYVK0WX29XGZR5DHD,,,01KK14SSXNQ645HH7AJXYEQV6N,2026-03-06T09:38:14.388349729Z,,,01KK14SSY8E64SK69715NN1TMW,2026-03-06T09:38:14.388349729Z,,,01KK1541ATE0SZ921D4RW5PNQ6,2026-03-06T09:38:14.388349729Z,null,2026-03-06T09:38:52.155039688Z,,,,,,,01KK1863181MX44SCZPENR8122,2026-03-06T09:38:14.388349729Z,,,,,,,,,,,null,2026-03-06T09:38:52.155039688Z,,,,,[],2026-03-06T09:38:14.417334849Z
01KK15ZAK49QEY0G9KZJHEGWWJ,,,01KK14SP07FQHYH09Q2SY1KYNF,2026-03-06T08:59:35.396954997Z,,,01KK14SP2D05SY2J5VP6VS1BFA,2026-03-06T08:59:35.396954997Z,,,01KK14VZHF7ANFGF38NNJCNQ5J,2026-03-06T08:59:35.396954997Z,null,2026-03-06T09:02:09.404083525Z,,,,,,,01KK15ZACCMVS9G9GWWF4PMQW6,2026-03-06T08:59:35.396954997Z,,,,,,,,,,,null,2026-03-06T09:02:09.404083525Z,,,,,[],2026-03-06T08:59:35.421787674Z
01KK1605JHTBM30AMY5JT6ZB7S,,,01KK14SQV0P481Z3K7NG2WAD1J,2026-03-06T09:00:03.025353785Z,,,01KK14SQVR4MGX2VVSH2ZAT939,2026-03-06T09:00:03.025353785Z,,,01KK156D2KMM2MHNDEQKNRSXGT,2026-03-06T09:00:03.025353785Z,null,2026-03-06T09:07:31.085396781Z,,,,,,,01KK16053FR0X122XFMFNA1F6V,2026-03-06T09:00:03.025353785Z,,,,,,,,,,,null,2026-03-06T09:07:31.085396781Z,,,,,[],2026-03-06T09:00:03.064065059Z
01KK169M81G9XX930BD77RWPYT,,,01KK14SP07FQHYH09Q2SY1KYNF,2026-03-06T09:05:12.961404127Z,,,01KK14SP2D05SY2J5VP6VS1BFA,2026-03-06T09:05:12.961404127Z,,,01KK152B7R4ZD53WXFFZ6BYJE1,2026-03-06T09:05:12.961404127Z,null,2026-03-06T09:06:42.486765736Z,,,,,,,01KK169M1NNDT7N9NMC20V24K4,2026-03-06T09:05:12.961404127Z,,,,,,,,,,,null,2026-03-06T09:06:42.486765736Z,,,,,[],2026-03-06T09:05:12.981826685Z
01KK16DV6C5PXTJW622GGBEBPE,,,01KK14SQV0P481Z3K7NG2WAD1J,2026-03-06T09:07:31.148344116Z,,,01KK14SQVR4MGX2VVSH2ZAT939,2026-03-06T09:07:31.148344116Z,,,01KK14Z0RVMECWC1MW63EJGMSS,2026-03-06T09:07:31.148344116Z,null,2026-03-06T09:09:28.246582842Z,,,,,,,01KK16DV06Q1FP9X4NX7Y9QX7G,2026-03-06T09:07:31.148344116Z,,,,,,,,,,,null,2026-03-06T09:09:28.246582842Z,,,,,[],2026-03-06T09:07:31.187903084Z
01KK16DV6KTWF59230PYF2F3V2,,,01KK14SQV0P481Z3K7NG2WAD1J,2026-03-06T09:07:31.155485414Z,,,01KK14SQVR4MGX2VVSH2ZAT939,2026-03-06T09:07:31.155485414Z,,,01KK156D2KMM2MHNDEQKNRSXGT,2026-03-06T09:07:31.155485414Z,null,2026-03-06T09:09:28.246582842Z,,,,,,,01KK16DV06Q1FP9X4NX7Y9QX7G,2026-03-06T09:07:31.155485414Z,,,,,,,,,,,null,2026-03-06T09:09:28.246582842Z,,,,,[],2026-03-06T09:07:31.187903084Z
01KK16FZK7ZE8SZG9K2E8QWXH8,,,01KK14SRVPK023675GC61HZ1SF,2026-03-06T09:08:41.191448712Z,,,01KK14SRWHSKEAMQEN2G8SHW8V,2026-03-06T09:08:41.191448712Z,,,01KK154JWJFWXC0WVJEYB8KK83,2026-03-06T09:08:41.191448712Z,null,2026-03-06T09:13:37.091932993Z,,,,,,,01KK16FZD1TXP2Q3TSAS2S2PJG,2026-03-06T09:08:41.191448712Z,,,,,,,,,,,null,2026-03-06T09:13:37.091932993Z,,,,,[],2026-03-06T09:08:41.219767237Z
01KK16HDK182M270J97GWMYJZ8,,,01KK14SQV0P481Z3K7NG2WAD1J,2026-03-06T09:09:28.289545998Z,,,01KK14SQVR4MGX2VVSH2ZAT939,2026-03-06T09:09:28.289545998Z,,,01KK14YQA50QAFCAK6W01QR3B7,2026-03-06T09:09:28.289545998Z,null,2026-03-06T09:10:34.332252909Z,,,,,,,01KK16HDD9CZJ4MMV6EEDJVCXJ,2026-03-06T09:09:28.289545998Z,,,,,,,,,,,null,2026-03-06T09:10:34.332252909Z,,,,,[],2026-03-06T09:09:28.312228986Z
01KK18AHB34H5DHTP63MJ5W4KS,,,01KK14SSXNQ645HH7AJXYEQV6N,2026-03-06T09:40:39.907200605Z,,,01KK14SSY8E64SK69715NN1TMW,2026-03-06T09:40:39.907200605Z,,,01KK15V3W97WBJW05NQ6ZQT7MZ,2026-03-06T09:40:39.907200605Z,null,2026-03-06T09:41:22.168471598Z,,,,,,,01KK18AH4922JFJNXYD0XH8Z18,2026-03-06T09:40:39.907200605Z,,,,,,,,,,,null,2026-03-06T09:41:22.168471598Z,,,,,[],2026-03-06T09:40:39.945194178Z
01KK15RZ9QBY8DP204FSMACGRA,,,01KK14SP07FQHYH09Q2SY1KYNF,2026-03-06T08:56:07.223195353Z,,,01KK14SP2D05SY2J5VP6VS1BFA,2026-03-06T08:56:07.223195353Z,,,01KK151EAZ3RYJENNDVWS0NTPD,2026-03-06T08:56:07.223195353Z,null,2026-03-06T08:59:35.336920169Z,,,,,,,01KK15RZ4SCDPZ7R03MA43R9HZ,2026-03-06T08:56:07.223195353Z,,,,,,,,,,,null,2026-03-06T08:59:35.336920169Z,,,,,[],2026-03-06T08:56:07.244733145Z
01KK16411P4STETZT4H3774REX,,,01KK14SP07FQHYH09Q2SY1KYNF,2026-03-06T09:02:09.462231813Z,,,01KK14SP2D05SY2J5VP6VS1BFA,2026-03-06T09:02:09.462231813Z,,,01KK152B7R4ZD53WXFFZ6BYJE1,2026-03-06T09:02:09.462231813Z,null,2026-03-06T09:04:21.664379342Z,,,,,,,01KK1640VW63B5R36VJSNE32VW,2026-03-06T09:02:09.462231813Z,,,,,,,,,,,null,2026-03-06T09:04:21.664379342Z,,,,,[],2026-03-06T09:02:09.491207132Z
01KK16VKD689DYPHCS2NJYQMJW,,,01KK14SQV0P481Z3K7NG2WAD1J,2026-03-06T09:15:01.92692136Z,,,01KK14SQVR4MGX2VVSH2ZAT939,2026-03-06T09:15:01.92692136Z,,,01KK14YQA50QAFCAK6W01QR3B7,2026-03-06T09:15:01.92692136Z,null,2026-03-06T09:16:18.091196484Z,,,,,,,01KK16VJXQA01MCD21FT5WRE76,2026-03-06T09:15:01.92692136Z,,,,,,,,,,,null,2026-03-06T09:16:18.091196484Z,,,,,[],2026-03-06T09:15:01.99512828Z
01KK17JWHD7SK1H9CVDS9VAAJB,,,01KK14SRVPK023675GC61HZ1SF,2026-03-06T09:27:44.941176579Z,,,01KK14SRWHSKEAMQEN2G8SHW8V,2026-03-06T09:27:44.941176579Z,,,01KK156FDQVJQ278PX88B67FJS,2026-03-06T09:27:44.941176579Z,null,2026-03-06T09:29:53.673571082Z,,,,,,,01KK17JWA29ENEP6QVB7NYGZT6,2026-03-06T09:27:44.941176579Z,,,,,,,,,,,null,2026-03-06T09:29:53.673571082Z,,,,,[],2026-03-06T09:27:44.972583518Z
01KK1605JJVK9RQ5JHJZEC8JZ3,,,01KK14SQV0P481Z3K7NG2WAD1J,2026-03-06T09:00:03.026777991Z,,,01KK14SQVR4MGX2VVSH2ZAT939,2026-03-06T09:00:03.026777991Z,,,01KK14YQA50QAFCAK6W01QR3B7,2026-03-06T09:00:03.026777991Z,null,2026-03-06T09:07:31.085396781Z,,,,,,,01KK16053FR0X122XFMFNA1F6V,2026-03-06T09:00:03.026777991Z,,,,,,,,,,,null,2026-03-06T09:07:31.085396781Z,,,,,[],2026-03-06T09:00:03.064065059Z
